owner	score	last_edit_date	last_activity_date	creation_date	post_type	post_id	link
{'reputation': 21, 'user_id': 1496827, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7a1b8bf2dcacf1e115d578063d7cd728?s=128&d=identicon&r=PG', 'display_name': 'David Ayeke', 'link': 'https://stackoverflow.com/users/1496827/david-ayeke'}	1		1341386918	1341372382	question	11322056	https://stackoverflow.com/q/11322056
{'reputation': 39687, 'user_id': 707381, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/439db9ac83f4ea14a904390900ec6634?s=128&d=identicon&r=PG', 'display_name': 'Randomblue', 'link': 'https://stackoverflow.com/users/707381/randomblue'}	15	1337538613.0	1337538613	1336642833	question	10531322	https://stackoverflow.com/q/10531322
{'reputation': 2451, 'user_id': 410856, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/e5274054787d0ae035c54cb203efdbd8?s=128&d=identicon&r=PG', 'display_name': 'gabaum10', 'link': 'https://stackoverflow.com/users/410856/gabaum10'}	4		1333113891	1333112221	question	9943435	https://stackoverflow.com/q/9943435
{'reputation': 1960, 'user_id': 1148619, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/BBLJP.jpg?s=128&g=1', 'display_name': 'Ben Sewards', 'link': 'https://stackoverflow.com/users/1148619/ben-sewards'}	0		1331657180	1331654467	question	9687614	https://stackoverflow.com/q/9687614
{'reputation': 2451, 'user_id': 410856, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/e5274054787d0ae035c54cb203efdbd8?s=128&d=identicon&r=PG', 'display_name': 'gabaum10', 'link': 'https://stackoverflow.com/users/410856/gabaum10'}	1	1328629192.0	1328631702	1328628425	question	9178927	https://stackoverflow.com/q/9178927
{'reputation': 2451, 'user_id': 410856, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/e5274054787d0ae035c54cb203efdbd8?s=128&d=identicon&r=PG', 'display_name': 'gabaum10', 'link': 'https://stackoverflow.com/users/410856/gabaum10'}	1		1328568840	1328568617	question	9168520	https://stackoverflow.com/q/9168520
{'reputation': 2487, 'user_id': 696465, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/fcd4bd22697c17f359adbc393ddac2d8?s=128&d=identicon&r=PG&f=1', 'display_name': 'Anish', 'link': 'https://stackoverflow.com/users/696465/anish'}	0	1327687175.0	1327687175	1327685679	question	9037524	https://stackoverflow.com/q/9037524
{'reputation': 1417, 'user_id': 808891, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/4ef6345606ee0f7253d351ff569ee33e?s=128&d=identicon&r=PG', 'display_name': 'Somebody', 'link': 'https://stackoverflow.com/users/808891/somebody'}	0		1319043484	1319040347	question	7824368	https://stackoverflow.com/q/7824368
{'reputation': 4550, 'user_id': 800452, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/bHuxe.jpg?s=128&g=1', 'display_name': 'Howdy_McGee', 'link': 'https://stackoverflow.com/users/800452/howdy-mcgee'}	37	1317742711.0	1317742864	1317742637	question	7650426	https://stackoverflow.com/q/7650426
{'reputation': 88, 'user_id': 654994, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/121fe6e19a099bbabd964bfae8651cdf?s=128&d=identicon&r=PG', 'display_name': 'user654994', 'link': 'https://stackoverflow.com/users/654994/user654994'}	3		1309444140	1305421613	question	6005836	https://stackoverflow.com/q/6005836
{'reputation': 1091, 'user_id': 729789, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/333cac176cf4ade8e9dc65c4578042a6?s=128&d=identicon&r=PG', 'display_name': 'Jai', 'link': 'https://stackoverflow.com/users/729789/jai'}	2		1308091684	1308091457	question	6351042	https://stackoverflow.com/q/6351042
{'reputation': 43575, 'user_id': 367401, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/b864b7510b2cb4ed4a96befe513fbb83?s=128&d=identicon&r=PG', 'display_name': 'BenM', 'link': 'https://stackoverflow.com/users/367401/benm'}	6		1307440485	1303477908	question	5755765	https://stackoverflow.com/q/5755765
{'reputation': 14528, 'user_id': 398431, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/eda8735f0de2d2ebee92d83f3b53eb3c?s=128&d=identicon&r=PG', 'display_name': 'James', 'link': 'https://stackoverflow.com/users/398431/james'}	1	1300057386.0	1300057386	1300055398	question	5292909	https://stackoverflow.com/q/5292909
{'reputation': 544, 'user_id': 110282, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/f42d9bb7a3b961fe89160ed19c3f6978?s=128&d=identicon&r=PG', 'display_name': 'Vitor Reis', 'link': 'https://stackoverflow.com/users/110282/vitor-reis'}	2	1297094813.0	1297096338	1297093703	question	4923285	https://stackoverflow.com/q/4923285
{'reputation': 3153, 'user_id': 114696, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/d0f27fd7e737f89d380a81113920008c?s=128&d=identicon&r=PG', 'display_name': 'christo16', 'link': 'https://stackoverflow.com/users/114696/christo16'}	0		1294160034	1294159132	question	4596012	https://stackoverflow.com/q/4596012
{'reputation': 563, 'user_id': 5204681, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c6acdc8df2b718abd7e0ab86f07e4c11?s=128&d=identicon&r=PG', 'display_name': 'mrfour', 'link': 'https://stackoverflow.com/users/5204681/mrfour'}	1	1525877581.0	1525877581	1463903777	answer	37371878	https://stackoverflow.com/a/37371878
{'reputation': 6503, 'user_id': 704894, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/iPH0x.jpg?s=128&g=1', 'display_name': 'Michał Miszczyszyn', 'link': 'https://stackoverflow.com/users/704894/micha%c5%82-miszczyszyn'}	1	1525284806.0	1525284806	1334769141	answer	10214456	https://stackoverflow.com/a/10214456
{'reputation': 1143, 'user_id': 5177045, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/qO1kp.png?s=128&g=1', 'display_name': 'amedina', 'link': 'https://stackoverflow.com/users/5177045/amedina'}	0		1524600991	1524600991	answer	50010124	https://stackoverflow.com/a/50010124
{'reputation': 9075, 'user_id': 5535040, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-pcrdYg3eoyo/AAAAAAAAAAI/AAAAAAAAAGY/NXQ5lVKswiU/photo.jpg?sz=128', 'display_name': 'Chase DeAnda', 'link': 'https://stackoverflow.com/users/5535040/chase-deanda'}	0		1524600103	1524600103	answer	50009916	https://stackoverflow.com/a/50009916
{'reputation': 9138, 'user_id': 1179077, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/CyVen.jpg?s=128&g=1', 'display_name': 'zgood', 'link': 'https://stackoverflow.com/users/1179077/zgood'}	1		1522440790	1522440790	answer	49580837	https://stackoverflow.com/a/49580837
{'reputation': 2070, 'user_id': 2367096, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/GeWgS.png?s=128&g=1', 'display_name': 'Seano666', 'link': 'https://stackoverflow.com/users/2367096/seano666'}	0		1521143981	1521143981	answer	49308211	https://stackoverflow.com/a/49308211
{'reputation': 34292, 'user_id': 438581, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/15a0033698497951faf2992ff3e1825c?s=128&d=identicon&r=PG', 'display_name': 'Brett DeWoody', 'link': 'https://stackoverflow.com/users/438581/brett-dewoody'}	1	1520280791.0	1520280791	1520271579	answer	49116382	https://stackoverflow.com/a/49116382
{'reputation': 1, 'user_id': 7056686, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/dykjx.jpg?s=128&g=1', 'display_name': 'Surya Beniwal', 'link': 'https://stackoverflow.com/users/7056686/surya-beniwal'}	0		1519882582	1519882582	answer	49043222	https://stackoverflow.com/a/49043222
{'reputation': 23, 'user_id': 5340347, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/44a4107cdbfc9310a209ee3bc26a83ee?s=128&d=identicon&r=PG&f=1', 'display_name': 'Zachary Gameiro', 'link': 'https://stackoverflow.com/users/5340347/zachary-gameiro'}	0		1518901737	1518901737	answer	48845956	https://stackoverflow.com/a/48845956
{'reputation': 108154, 'user_id': 8620333, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/WSmLn.png?s=128&g=1', 'display_name': 'Temani Afif', 'link': 'https://stackoverflow.com/users/8620333/temani-afif'}	0		1518901305	1518901305	answer	48845894	https://stackoverflow.com/a/48845894
{'reputation': 131, 'user_id': 4764055, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/31f326e3cac1997d17df12d452f0655c?s=128&d=identicon&r=PG&f=1', 'display_name': 'Vivek', 'link': 'https://stackoverflow.com/users/4764055/vivek'}	1		1518786651	1518786651	answer	48827537	https://stackoverflow.com/a/48827537
{'reputation': 379, 'user_id': 5757843, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://lh3.googleusercontent.com/-FVUb8qKAAPg/AAAAAAAAAAI/AAAAAAAAAAA/20jpptnryuM/photo.jpg?sz=128', 'display_name': 'Hunter', 'link': 'https://stackoverflow.com/users/5757843/hunter'}	1		1518783659	1518783659	answer	48826666	https://stackoverflow.com/a/48826666
{'reputation': 44915, 'user_id': 695364, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/CUNjJ.jpg?s=128&g=1', 'display_name': 'Scott Marcus', 'link': 'https://stackoverflow.com/users/695364/scott-marcus'}	0		1517780086	1517780086	answer	48613227	https://stackoverflow.com/a/48613227
{'reputation': 632, 'user_id': 863012, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/8eb00b57bbb61b05d6f7b1f5a5a248e2?s=128&d=identicon&r=PG', 'display_name': 'mpactMEDIA', 'link': 'https://stackoverflow.com/users/863012/mpactmedia'}	4	1517675918.0	1517675918	1457696256	answer	35939303	https://stackoverflow.com/a/35939303
{'reputation': 6, 'user_id': 9097183, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd4cc195f9b8340955f363d69360a94e?s=128&d=identicon&r=PG&f=1', 'display_name': 'Anil', 'link': 'https://stackoverflow.com/users/9097183/anil'}	0	1517395349.0	1517395349	1517393807	answer	48539652	https://stackoverflow.com/a/48539652
{'reputation': 6247, 'user_id': 6567275, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e298067d69d9ef222a00222374549af1?s=128&d=identicon&r=PG', 'display_name': 'Thomas', 'link': 'https://stackoverflow.com/users/6567275/thomas'}	2		1516883833	1516883833	answer	48443069	https://stackoverflow.com/a/48443069
{'reputation': 58945, 'user_id': 4281779, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/a29d596b0af040d7def18d1801340a8b?s=128&d=identicon&r=PG', 'display_name': 'Zakaria Acharki', 'link': 'https://stackoverflow.com/users/4281779/zakaria-acharki'}	3	1516115404.0	1516115404	1513962359	answer	47945001	https://stackoverflow.com/a/47945001
{'reputation': 378, 'user_id': 6460365, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/y89xH.png?s=128&g=1', 'display_name': 'Ashar Dweedar', 'link': 'https://stackoverflow.com/users/6460365/ashar-dweedar'}	0		1515940205	1515940205	answer	48250590	https://stackoverflow.com/a/48250590
{'reputation': 642, 'user_id': 8438534, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3O9TI.png?s=128&g=1', 'display_name': 'Sandip Ghosh', 'link': 'https://stackoverflow.com/users/8438534/sandip-ghosh'}	1	1515135209.0	1515135209	1514443046	answer	48002762	https://stackoverflow.com/a/48002762
{'reputation': 194, 'user_id': 9148822, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8e758c4eb8be0237312e7deaaceb4340?s=128&d=identicon&r=PG&f=1', 'display_name': 'user78403', 'link': 'https://stackoverflow.com/users/9148822/user78403'}	0		1514933740	1514933740	answer	48068946	https://stackoverflow.com/a/48068946
{'reputation': 257, 'user_id': 5225334, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/e13NM.jpg?s=128&g=1', 'display_name': 'simon', 'link': 'https://stackoverflow.com/users/5225334/simon'}	0		1514932861	1514932861	answer	48068828	https://stackoverflow.com/a/48068828
{'reputation': 2404, 'user_id': 4314475, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://i.stack.imgur.com/erEcp.jpg?s=128&g=1', 'display_name': 'Ganesh Putta', 'link': 'https://stackoverflow.com/users/4314475/ganesh-putta'}	1		1514441935	1514441935	answer	48002530	https://stackoverflow.com/a/48002530
{'reputation': 5335, 'user_id': 2297722, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ty6DE.png?s=128&g=1', 'display_name': 'JasonB', 'link': 'https://stackoverflow.com/users/2297722/jasonb'}	2		1514441861	1514441861	answer	48002512	https://stackoverflow.com/a/48002512
{'reputation': 5857, 'user_id': 2560539, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RtVC8.png?s=128&g=1', 'display_name': 'Peter Darmis', 'link': 'https://stackoverflow.com/users/2560539/peter-darmis'}	0	1513975389.0	1513975389	1513962750	answer	47945070	https://stackoverflow.com/a/47945070
{'reputation': 8820, 'user_id': 1234087, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/623981dff194e144f20676961a2b6dba?s=128&d=identicon&r=PG', 'display_name': 'Mos&#232; Raguzzini', 'link': 'https://stackoverflow.com/users/1234087/mos%c3%a8-raguzzini'}	1		1513162278	1513162278	answer	47791218	https://stackoverflow.com/a/47791218
{'reputation': 8935, 'user_id': 4540183, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/aJgBd.png?s=128&g=1', 'display_name': 'Pedram', 'link': 'https://stackoverflow.com/users/4540183/pedram'}	3	1512814831.0	1512814831	1512813901	answer	47727440	https://stackoverflow.com/a/47727440
{'reputation': 283, 'user_id': 8733589, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/WJmGu.png?s=128&g=1', 'display_name': 'Akubik', 'link': 'https://stackoverflow.com/users/8733589/akubik'}	2	1512281640.0	1512281640	1512096558	answer	47585920	https://stackoverflow.com/a/47585920
{'reputation': 34292, 'user_id': 438581, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/15a0033698497951faf2992ff3e1825c?s=128&d=identicon&r=PG', 'display_name': 'Brett DeWoody', 'link': 'https://stackoverflow.com/users/438581/brett-dewoody'}	0	1512142123.0	1512142123	1512104721	answer	47586953	https://stackoverflow.com/a/47586953
{'reputation': 2528, 'user_id': 4224574, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/vchK0.png?s=128&g=1', 'display_name': 'randomguy04', 'link': 'https://stackoverflow.com/users/4224574/randomguy04'}	0		1512074982	1512074982	answer	47582366	https://stackoverflow.com/a/47582366
{'reputation': 14538, 'user_id': 691711, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/bf26891a2ec4eca6dd1962a6804f5a40?s=128&d=identicon&r=PG', 'display_name': 'zero298', 'link': 'https://stackoverflow.com/users/691711/zero298'}	0		1512062153	1512062153	answer	47579062	https://stackoverflow.com/a/47579062
{'reputation': 388, 'user_id': 8325653, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf386ef6b57d7d5338d9fdddd5e10a27?s=128&d=identicon&r=PG&f=1', 'display_name': 'lunjius', 'link': 'https://stackoverflow.com/users/8325653/lunjius'}	1	1511516211.0	1511516211	1511362477	answer	47437693	https://stackoverflow.com/a/47437693
nan	3	1510827353.0	1510827353	1510823894	answer	47325716	https://stackoverflow.com/a/47325716
{'reputation': 13993, 'user_id': 6700627, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/6w02K.png?s=128&g=1', 'display_name': 'Bhuwan', 'link': 'https://stackoverflow.com/users/6700627/bhuwan'}	1		1510824021	1510824021	answer	47325756	https://stackoverflow.com/a/47325756
{'reputation': 2165, 'user_id': 2973474, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://graph.facebook.com/100004343619888/picture?type=large', 'display_name': 'alexisdevarennes', 'link': 'https://stackoverflow.com/users/2973474/alexisdevarennes'}	5	1510797035.0	1510797035	1510791644	answer	47319536	https://stackoverflow.com/a/47319536
{'reputation': 42533, 'user_id': 1891677, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/38c13c3ccee10dcfc38799fb45d5a65b?s=128&d=identicon&r=PG', 'display_name': 'Andrei Gheorghiu', 'link': 'https://stackoverflow.com/users/1891677/andrei-gheorghiu'}	2	1510793310.0	1510793310	1510792019	answer	47319592	https://stackoverflow.com/a/47319592
{'reputation': 1293, 'user_id': 5374560, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/4a81fcff611fbd1d0421683bdfff4c53?s=128&d=identicon&r=PG', 'display_name': 'Ethan', 'link': 'https://stackoverflow.com/users/5374560/ethan'}	2		1510792041	1510792041	answer	47319593	https://stackoverflow.com/a/47319593
{'reputation': 161, 'user_id': 8380177, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/e794c7ee70fe44f0f9988b143e112942?s=128&d=identicon&r=PG&f=1', 'display_name': 'Abhishek Anand', 'link': 'https://stackoverflow.com/users/8380177/abhishek-anand'}	0		1510142628	1510142628	answer	47179280	https://stackoverflow.com/a/47179280
{'reputation': 2414, 'user_id': 3527465, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b141e2c614ba6ef3ca04edc1b5055efd?s=128&d=identicon&r=PG&f=1', 'display_name': 'slashsharp', 'link': 'https://stackoverflow.com/users/3527465/slashsharp'}	1		1508820149	1508820149	answer	46902353	https://stackoverflow.com/a/46902353
{'reputation': 75, 'user_id': 4659098, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-XUXexiDjrRk/AAAAAAAAAAI/AAAAAAAAAs8/x3GKavyksQg/photo.jpg?sz=128', 'display_name': 'Peristilo peris', 'link': 'https://stackoverflow.com/users/4659098/peristilo-peris'}	0		1508819081	1508819081	answer	46902178	https://stackoverflow.com/a/46902178
{'reputation': 522, 'user_id': 1433217, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/66e10c2f8d076a31f54bd694cf3e8fa9?s=128&d=identicon&r=PG', 'display_name': 'Akash K.', 'link': 'https://stackoverflow.com/users/1433217/akash-k'}	0	1508152495.0	1508152495	1507733760	answer	46691473	https://stackoverflow.com/a/46691473
{'reputation': 169, 'user_id': 3069503, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100000077843283/picture?type=large', 'display_name': 'Pushpender', 'link': 'https://stackoverflow.com/users/3069503/pushpender'}	0		1507718974	1507718974	answer	46686347	https://stackoverflow.com/a/46686347
{'reputation': 3268, 'user_id': 2929632, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/s2Vhn.jpg?s=128&g=1', 'display_name': 'Arthur', 'link': 'https://stackoverflow.com/users/2929632/arthur'}	2	1506018162.0	1506018162	1506017788	answer	46350700	https://stackoverflow.com/a/46350700
{'reputation': 108154, 'user_id': 8620333, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/WSmLn.png?s=128&g=1', 'display_name': 'Temani Afif', 'link': 'https://stackoverflow.com/users/8620333/temani-afif'}	2		1506016153	1506016153	answer	46350250	https://stackoverflow.com/a/46350250
{'reputation': 2394, 'user_id': 590373, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/w5May.jpg?s=128&g=1', 'display_name': 'Thusitha', 'link': 'https://stackoverflow.com/users/590373/thusitha'}	0	1505921450.0	1505921450	1505911333	answer	46322426	https://stackoverflow.com/a/46322426
{'reputation': 2369, 'user_id': 3212723, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/T46Qi.jpg?s=128&g=1', 'display_name': 'rblarsen', 'link': 'https://stackoverflow.com/users/3212723/rblarsen'}	0		1505911069	1505911069	answer	46322338	https://stackoverflow.com/a/46322338
{'reputation': 10576, 'user_id': 5924562, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/lCWoZ.jpg?s=128&g=1', 'display_name': 'Naren Murali', 'link': 'https://stackoverflow.com/users/5924562/naren-murali'}	1		1505505998	1505505998	answer	46246817	https://stackoverflow.com/a/46246817
{'reputation': 145922, 'user_id': 5459839, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iehrR.jpg?s=128&g=1', 'display_name': 'trincot', 'link': 'https://stackoverflow.com/users/5459839/trincot'}	2		1505505612	1505505612	answer	46246737	https://stackoverflow.com/a/46246737
{'reputation': 11905, 'user_id': 4028085, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/adaca62313b171fa49a9210bb6f838e8?s=128&d=identicon&r=PG&f=1', 'display_name': 'brso05', 'link': 'https://stackoverflow.com/users/4028085/brso05'}	0		1505504863	1505504863	answer	46246584	https://stackoverflow.com/a/46246584
{'reputation': 21, 'user_id': 5490908, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/3fd990e079f4a5ee28fe36c0e863977d?s=128&d=identicon&r=PG&f=1', 'display_name': 'Doncho', 'link': 'https://stackoverflow.com/users/5490908/doncho'}	0	1505068511.0	1505068511	1505068041	answer	46144122	https://stackoverflow.com/a/46144122
{'reputation': 9658, 'user_id': 2427065, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/f0RVn.jpg?s=128&g=1', 'display_name': 'Sagar V', 'link': 'https://stackoverflow.com/users/2427065/sagar-v'}	0		1503380010	1503380010	answer	45809565	https://stackoverflow.com/a/45809565
{'reputation': 2440, 'user_id': 7132835, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/E83vH.jpg?s=128&g=1', 'display_name': 'Observer', 'link': 'https://stackoverflow.com/users/7132835/observer'}	1		1502821602	1502821602	answer	45699148	https://stackoverflow.com/a/45699148
{'reputation': 48, 'user_id': 2419686, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/314094122a9501390ac7aa6b308b6aff?s=128&d=identicon&r=PG', 'display_name': 'User2419686', 'link': 'https://stackoverflow.com/users/2419686/user2419686'}	0	1502601309.0	1502601309	1502600940	answer	45657300	https://stackoverflow.com/a/45657300
{'reputation': 608, 'user_id': 5991278, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/humJX.jpg?s=128&g=1', 'display_name': 'philraj', 'link': 'https://stackoverflow.com/users/5991278/philraj'}	2		1502595564	1502595564	answer	45656840	https://stackoverflow.com/a/45656840
{'reputation': 21456, 'user_id': 2159528, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/jgc0E.png?s=128&g=1', 'display_name': 'Louys Patrice Bessette', 'link': 'https://stackoverflow.com/users/2159528/louys-patrice-bessette'}	2		1502593652	1502593652	answer	45656704	https://stackoverflow.com/a/45656704
{'reputation': 1, 'user_id': 2801559, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/9538ef609067e6d6a842dfef189b77d2?s=128&d=identicon&r=PG', 'display_name': 'guest271314', 'link': 'https://stackoverflow.com/users/2801559/guest271314'}	1		1502580308	1502580308	answer	45655772	https://stackoverflow.com/a/45655772
{'reputation': 1, 'user_id': 8427082, 'user_type': 'unregistered', 'profile_image': 'https://www.gravatar.com/avatar/c19f6a53e8899b843003ee9a66794a28?s=128&d=identicon&r=PG', 'display_name': 'yasir', 'link': 'https://stackoverflow.com/users/8427082/yasir'}	-1	1502086823.0	1502086823	1502085945	answer	45540336	https://stackoverflow.com/a/45540336
{'reputation': 9136, 'user_id': 4051713, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-UojCb4yYmkY/AAAAAAAAAAI/AAAAAAAAABk/eMPAEs3DS9g/photo.jpg?sz=128', 'display_name': 'Dij', 'link': 'https://stackoverflow.com/users/4051713/dij'}	1		1501870729	1501870729	answer	45513217	https://stackoverflow.com/a/45513217
{'reputation': 1, 'user_id': 8309060, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/e8FkB.png?s=128&g=1', 'display_name': 'Radoo.ir', 'link': 'https://stackoverflow.com/users/8309060/radoo-ir'}	0		1501749348	1501749348	answer	45478976	https://stackoverflow.com/a/45478976
{'reputation': 1481, 'user_id': 3588584, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6279325f88de3b8eef94cd2f6f264b0d?s=128&d=identicon&r=PG&f=1', 'display_name': 'Bellian', 'link': 'https://stackoverflow.com/users/3588584/bellian'}	4		1501747975	1501747975	answer	45478487	https://stackoverflow.com/a/45478487
{'reputation': 61363, 'user_id': 46914, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/d47d0397605e4b9cab9fd8fce027e3b5?s=128&d=identicon&r=PG', 'display_name': 'Soviut', 'link': 'https://stackoverflow.com/users/46914/soviut'}	0	1500944616.0	1500944616	1500863331	answer	45271772	https://stackoverflow.com/a/45271772
{'reputation': 8353, 'user_id': 1548895, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/QPJV4.jpg?s=128&g=1', 'display_name': 'Vadim Ovchinnikov', 'link': 'https://stackoverflow.com/users/1548895/vadim-ovchinnikov'}	2	1500870383.0	1500870383	1500833242	answer	45268332	https://stackoverflow.com/a/45268332
{'reputation': 1, 'user_id': 8354151, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dbf3b518e412c30dd4fbbab05cae79df?s=128&d=identicon&r=PG&f=1', 'display_name': 'Cabine', 'link': 'https://stackoverflow.com/users/8354151/cabine'}	0		1500838691	1500838691	answer	45269202	https://stackoverflow.com/a/45269202
{'reputation': 179, 'user_id': 3502971, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/da4556c791bdccfe270a83cd72f3021f?s=128&d=identicon&r=PG&f=1', 'display_name': 'Kaps', 'link': 'https://stackoverflow.com/users/3502971/kaps'}	0		1500833723	1500833723	answer	45268411	https://stackoverflow.com/a/45268411
{'reputation': 5707, 'user_id': 2542525, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/SJz4a.jpg?s=128&g=1', 'display_name': 'Himanshu Upadhyay', 'link': 'https://stackoverflow.com/users/2542525/himanshu-upadhyay'}	0	1500833212.0	1500833212	1500832783	answer	45268264	https://stackoverflow.com/a/45268264
{'reputation': 44915, 'user_id': 695364, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/CUNjJ.jpg?s=128&g=1', 'display_name': 'Scott Marcus', 'link': 'https://stackoverflow.com/users/695364/scott-marcus'}	0		1500833037	1500833037	answer	45268305	https://stackoverflow.com/a/45268305
